Lote;Material;Lote interno;Lote Proveedor;Qty;Fecha recepción;Fecha traslado
23120;100012;0000780018;3178726;7872;09/08/2023;17/11/2023
23120;100004;0000738385;2445950;56;19/01/2023;16/11/2023
23120;100005;0000723171;M3889;8,448;04/11/2022;03/03/2023
23120;100006;0000773656;C5457;15,68;06/07/2023;09/10/2023
23120;100007;0000778649;3159265;1448,264;01/08/2023;15/11/2023
23120;100008;0000760365;A1682379;12,664;05/05/2023;25/10/2023
23120;100001;0000782646;100943;5,048;29/08/2023;15/11/2023
23120;100009;0000783722;0002327476;672,2;04/09/2023;13/11/2023
23120;100002;0000777139;K55094235;33,624;25/07/2023;14/11/2023
23120;100010;0000736921;0002235436;8,424;11/01/2023;07/07/2023
23120;100011;0000784574;0002350933;280,144;07/09/2023;13/11/2023
23120;100012;0000780018;3178726;1377,872;09/08/2023;16/11/2023
23121;100001;0000782646;100943;72;29/08/2023;20/11/2023
23121;100002;0000777139;K55094235;72;25/07/2023;14/11/2023
23121;100003;0000670641;0005554998;4800;08/02/2022;14/11/2023
23121;100004;0000738385;2445950;320;19/01/2023;16/11/2023
23121;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23121;100006;0000773656;C5457;177,696;06/07/2023;09/10/2023
23121;100007;0000778649;3159265;8352;01/08/2023;15/11/2023
23121;100008;0000760365;A1682379;143,808;05/05/2023;25/10/2023
23121;100001;0000782646;100943;57,48;29/08/2023;20/11/2023
23121;100009;0000783722;0002327476;7680;04/09/2023;13/11/2023
23121;100002;0000777139;K55094235;383,376;25/07/2023;14/11/2023
23121;100010;0000736921;0002235436;95,808;11/01/2023;07/07/2023
23121;100011;0000784574;0002350933;3200;07/09/2023;17/11/2023
23121;100012;0000780018;3178726;7872;09/08/2023;17/11/2023
23121;100004;0000771003;KA-APS-0305;25,6;26/06/2023;06/11/2023
23121;100005;0000723171;M3889;3,864;04/11/2022;03/03/2023
23121;100006;0000773656;C5457;7,168;06/07/2023;09/10/2023
23121;100007;0000778649;3159265;669,6;01/08/2023;15/11/2023
23121;100008;0000760365;A1682379;5,776;05/05/2023;25/10/2023
23121;100001;0000782646;100943;2,312;29/08/2023;15/11/2023
23121;100009;0000783722;0002327476;307,272;04/09/2023;13/11/2023
23121;100002;0000777139;K55094235;15,232;25/07/2023;14/11/2023
23121;100010;0000736921;0002235436;3,808;11/01/2023;07/07/2023
23121;100011;0000784574;0002350933;127,568;07/09/2023;13/11/2023
23121;100012;0000780018;3178726;628;09/08/2023;16/11/2023
23122;100001;0000782646;100943;72;29/08/2023;15/11/2023
23122;100002;0000777139;K55094235;71,968;25/07/2023;14/11/2023
23122;100001;0000782646;100943;71,976;29/08/2023;09/11/2023
23122;100002;0000777139;K55094235;72,208;25/07/2023;14/11/2023
23122;100003;0000670641;0005554998;4800;08/02/2022;10/11/2023
23122;100004;0000738360;2445948;440;19/01/2023;06/11/2023
23122;100005;0000723171;M3889;96,056;04/11/2022;03/03/2023
23122;100006;0000773656;C5457;177,696;06/07/2023;09/10/2023
23122;100007;0000778649;3159265;8352;01/08/2023;07/11/2023
23122;100008;0000760365;A1682379;144,144;05/05/2023;25/10/2023
23122;100001;0000782646;100943;57,616;29/08/2023;09/11/2023
23122;100009;0000783722;0002327476;7680;04/09/2023;06/11/2023
23122;100002;0000777139;K55094235;384,072;25/07/2023;30/10/2023
23122;100010;0000736921;0002235436;96,296;11/01/2023;07/07/2023
23122;100011;0000784574;0002350933;3201,256;07/09/2023;02/11/2023
23122;100012;0000780018;3178726;7872;09/08/2023;08/11/2023
23122;100004;0000785548;KA-APS-0306;44,8;13/09/2023;06/11/2023
23122;100004;0000738324;2445947;28,8;19/01/2023;30/10/2023
23122;100005;0000723171;M3889;11,072;04/11/2022;03/03/2023
23122;100006;0000773656;C5457;20,544;06/07/2023;09/10/2023
23122;100007;0000778649;3159265;1924;01/08/2023;07/11/2023
23122;100008;0000760365;A1682379;16,592;05/05/2023;25/10/2023
23122;100001;0000767413;100977;6,608;08/06/2023;02/11/2023
23122;100009;0000783722;0002327476;883,696;04/09/2023;06/11/2023
23122;100002;0000777139;K55094235;44,144;25/07/2023;30/10/2023
23122;100002;0000772206;K55094235;0,016;30/06/2023;09/10/2023
23122;100010;0000736921;0002235436;11,072;11/01/2023;07/07/2023
23122;100011;0000784574;0002350933;368,184;07/09/2023;02/11/2023
23122;100012;0000780017;3178726;1818,4;09/08/2023;27/10/2023
23122;100003;0000670641;0005554998;4800;08/02/2022;14/11/2023
23122;100004;0000785548;KA-APS-0306;316,8;13/09/2023;06/11/2023
23122;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23122;100006;0000773656;C5457;177,6;06/07/2023;09/10/2023
23122;100007;0000778649;3159265;8352;01/08/2023;15/11/2023
23122;100008;0000760365;A1682379;144;05/05/2023;25/10/2023
23122;100001;0000782646;100943;57,6;29/08/2023;15/11/2023
23122;100009;0000783722;0002327476;7680;04/09/2023;13/11/2023
23122;100002;0000777139;K55094235;384,8;25/07/2023;14/11/2023
23122;100010;0000736921;0002235436;96,8;11/01/2023;07/07/2023
23122;100011;0000784574;0002350933;3200;07/09/2023;13/11/2023
23122;100012;0000780018;3178726;7872;09/08/2023;08/11/2023
23123;100001;0000782646;100943;72;29/08/2023;15/11/2023
23123;100002;0000777139;K55094235;72;25/07/2023;14/11/2023
23123;100001;0000782646;100943;72,704;29/08/2023;09/11/2023
23123;100002;0000777139;K55094235;72,696;25/07/2023;14/11/2023
23123;100003;0000670641;0005554998;4800;08/02/2022;08/11/2023
23123;100004;0000738360;2445948;448;19/01/2023;06/11/2023
23123;100005;0000723171;M3889;96,536;04/11/2022;03/03/2023
23123;100006;0000773656;C5457;177,8;06/07/2023;09/10/2023
23123;100007;0000778649;3159265;8352;01/08/2023;07/11/2023
23123;100008;0000760365;A1682379;144,696;05/05/2023;25/10/2023
23123;100001;0000782646;100943;57,832;29/08/2023;09/11/2023
23123;100009;0000783722;0002327476;7680;04/09/2023;06/11/2023
23123;100002;0000777139;K55094235;384,056;25/07/2023;30/10/2023
23123;100010;0000736921;0002235436;96,44;11/01/2023;07/07/2023
23123;100011;0000784574;0002350933;3199,6;07/09/2023;02/11/2023
23123;100012;0000780018;3178726;7872;09/08/2023;08/11/2023
23123;100004;0000785548;KA-APS-0306;44,8;13/09/2023;06/11/2023
23123;100004;0000738324;2445947;28,8;19/01/2023;30/10/2023
23123;100005;0000723171;M3889;11,072;04/11/2022;03/03/2023
23123;100006;0000773656;C5457;20,544;06/07/2023;09/10/2023
23123;100007;0000778649;3159265;1924;01/08/2023;07/11/2023
23123;100008;0000760365;A1682379;16,592;05/05/2023;25/10/2023
23123;100001;0000767413;100977;6,608;08/06/2023;02/11/2023
23123;100009;0000783722;0002327476;883,696;04/09/2023;06/11/2023
23123;100002;0000777139;K55094235;44,144;25/07/2023;30/10/2023
23123;100002;0000772206;K55094235;0,016;30/06/2023;09/10/2023
23123;100010;0000736921;0002235436;11,072;11/01/2023;07/07/2023
23123;100011;0000784574;0002350933;368,184;07/09/2023;02/11/2023
23123;100012;0000780017;3178726;1818,4;09/08/2023;27/10/2023
23123;100003;0000670641;0005554998;4800;08/02/2022;14/11/2023
23123;100004;0000771003;KA-APS-0305;193,6;26/06/2023;06/11/2023
23123;100004;0000785548;KA-APS-0306;126,4;13/09/2023;06/11/2023
23123;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23123;100006;0000773656;C5457;177,6;06/07/2023;09/10/2023
23123;100007;0000778649;3159265;8352;01/08/2023;15/11/2023
23123;100008;0000760365;A1682379;144;05/05/2023;25/10/2023
23123;100001;0000782646;100943;57,6;29/08/2023;15/11/2023
23123;100009;0000783722;0002327476;7680;04/09/2023;13/11/2023
23123;100002;0000777139;K55094235;384;25/07/2023;14/11/2023
23123;100010;0000736921;0002235436;96;11/01/2023;07/07/2023
23123;100011;0000784574;0002350933;3200;07/09/2023;13/11/2023
23123;100012;0000780018;3178726;7872;09/08/2023;08/11/2023
23124;100001;0000767413;100977;72,048;08/06/2023;20/11/2023
23124;100002;0000777139;K55094235;72,144;25/07/2023;14/11/2023
23124;100003;0000670641;0005554998;4800;08/02/2022;23/11/2023
23124;100004;0000738405;2445946;268;19/01/2023;23/11/2023
23124;100004;0000738385;2445950;52;19/01/2023;16/11/2023
23124;100005;0000723171;M3889;96,072;04/11/2022;03/03/2023
23124;100006;0000773656;C5457;177,648;06/07/2023;09/10/2023
23124;100007;0000782942;3159265;8000;30/08/2023;23/11/2023
23124;100007;0000778649;3159265;352;01/08/2023;24/11/2023
23124;100008;0000778472;A1682479;144,464;31/07/2023;14/11/2023
23124;100001;0000767413;100977;57,96;08/06/2023;20/11/2023
23124;100009;0000789794;0002332461;7680;03/10/2023;23/11/2023
23124;100002;0000777139;K55094235;384;25/07/2023;14/11/2023
23124;100010;0000736921;0002235436;96,288;11/01/2023;24/11/2023
23124;100011;0000737873;0002246451;3200;17/01/2023;22/11/2023
23124;100012;0000780018;3178726;7872;09/08/2023;24/11/2023
23124;100004;0000738385;2445950;51,2;19/01/2023;16/11/2023
23124;100005;0000723171;M3889;7,68;04/11/2022;03/03/2023
23124;100006;0000773656;C5457;14,336;06/07/2023;09/10/2023
23124;100007;0000778649;3159265;1336;01/08/2023;15/11/2023
23124;100008;0000760365;A1682379;11,6;05/05/2023;25/10/2023
23124;100001;0000782646;100943;4,608;29/08/2023;20/11/2023
23124;100009;0000783722;0002327476;614,4;04/09/2023;13/11/2023
23124;100002;0000777139;K55094235;30,72;25/07/2023;14/11/2023
23124;100010;0000736921;0002235436;7,68;11/01/2023;07/07/2023
23124;100011;0000775441;0002327424;256;14/07/2023;17/11/2023
23124;100012;0000780018;3178726;1259,2;09/08/2023;17/11/2023
23125;100001;0000767413;100977;72,056;08/06/2023;20/11/2023
23125;100002;0000777139;K55094235;72,096;25/07/2023;14/11/2023
23125;100003;0000670641;0005554998;4800;08/02/2022;23/11/2023
23125;100004;0000738385;2445950;320;19/01/2023;16/11/2023
23125;100005;0000723171;M3889;95,704;04/11/2022;03/03/2023
23125;100006;0000773656;C5457;177,648;06/07/2023;09/10/2023
23125;100007;0000782942;3159265;8000;30/08/2023;23/11/2023
23125;100007;0000778649;3159265;352;01/08/2023;15/11/2023
23125;100008;0000778472;A1682479;144,896;31/07/2023;14/11/2023
23125;100001;0000782646;100943;57,92;29/08/2023;20/11/2023
23125;100009;0000789794;0002332461;4305,128;03/10/2023;23/11/2023
23125;100009;0000783722;0002327476;3374,872;04/09/2023;13/11/2023
23125;100002;0000777139;K55094235;383,688;25/07/2023;14/11/2023
23125;100010;0000736921;0002235436;95,744;11/01/2023;07/07/2023
23125;100011;0000737873;0002246451;2623,9776;17/01/2023;22/11/2023
23125;100011;0000784574;0002350933;576,0224;07/09/2023;23/11/2023
23125;100012;0000780018;3178726;7872;09/08/2023;17/11/2023
23125;100004;0000738385;2445950;51,2;19/01/2023;16/11/2023
23125;100005;0000723171;M3889;7,68;04/11/2022;03/03/2023
23125;100006;0000773656;C5457;14,336;06/07/2023;09/10/2023
23125;100007;0000778649;3159265;1336;01/08/2023;15/11/2023
23125;100008;0000760365;A1682379;11,6;05/05/2023;25/10/2023
23125;100001;0000782646;100943;4,608;29/08/2023;20/11/2023
23125;100009;0000783722;0002327476;614,4;04/09/2023;13/11/2023
23125;100002;0000777139;K55094235;30,72;25/07/2023;14/11/2023
23125;100010;0000736921;0002235436;7,68;11/01/2023;07/07/2023
23125;100011;0000775441;0002327424;256;14/07/2023;17/11/2023
23125;100012;0000780018;3178726;1259,2;09/08/2023;17/11/2023
23126;100001;0000782646;100943;72,64;29/08/2023;20/11/2023
23126;100002;0000777139;K55094235;72,72;25/07/2023;14/11/2023
23126;100003;0000670641;0005554998;4800;08/02/2022;23/11/2023
23126;100004;0000767359;KA-APS-0304;316,8;08/06/2023;23/11/2023
23126;100005;0000723171;M3889;96,8;04/11/2022;03/03/2023
23126;100006;0000773656;C5457;177,6;06/07/2023;09/10/2023
23126;100007;0000782942;3159265;8000;30/08/2023;23/11/2023
23126;100007;0000778649;3159265;352;01/08/2023;24/11/2023
23126;100008;0000778472;A1682479;144,8;31/07/2023;14/11/2023
23126;100001;0000767413;100977;57,6;08/06/2023;20/11/2023
23126;100009;0000789794;0002332461;7680;03/10/2023;23/11/2023
23126;100002;0000777139;K55094235;384;25/07/2023;14/11/2023
23126;100010;0000736921;0002235436;96,8;11/01/2023;24/11/2023
23126;100011;0000737873;0002246451;2904,0224;17/01/2023;22/11/2023
23126;100011;0000784574;0002350933;295,9776;07/09/2023;23/11/2023
23126;100012;0000780019;3178726;7872;09/08/2023;23/11/2023
23126;100004;0000771003;KA-APS-0305;41,6;26/06/2023;06/11/2023
23126;100004;0000785548;KA-APS-0306;3,2;13/09/2023;06/11/2023
23126;100005;0000723171;M3889;6,72;04/11/2022;03/03/2023
23126;100006;0000773656;C5457;12,544;06/07/2023;09/10/2023
23126;100007;0000778649;3159265;1168,8;01/08/2023;15/11/2023
23126;100008;0000778472;A1682479;10,08;31/07/2023;14/11/2023
23126;100001;0000782646;100943;4,032;29/08/2023;20/11/2023
23126;100009;0000783722;0002327476;538,4;04/09/2023;13/11/2023
23126;100002;0000777139;K55094235;26,88;25/07/2023;14/11/2023
23126;100010;0000736921;0002235436;6,72;11/01/2023;07/07/2023
23126;100011;0000784574;0002350933;224;07/09/2023;17/11/2023
23126;100012;0000780018;3178726;1101,6;09/08/2023;17/11/2023
23127;100001;0000782646;100943;72,48;29/08/2023;20/11/2023
23127;100002;0000777139;K55094235;72,264;25/07/2023;14/11/2023
23127;100003;0000670641;0005554998;4800;08/02/2022;23/11/2023
23127;100004;0000771003;KA-APS-0305;240;26/06/2023;06/11/2023
23127;100004;0000767359;KA-APS-0304;80;08/06/2023;23/11/2023
23127;100005;0000723171;M3889;96,08;04/11/2022;03/03/2023
23127;100006;0000773656;C5457;178,272;06/07/2023;09/10/2023
23127;100007;0000782942;3159265;8000;30/08/2023;23/11/2023
23127;100007;0000778649;3159265;352;01/08/2023;24/11/2023
23127;100008;0000778472;A1682479;144,288;31/07/2023;14/11/2023
23127;100001;0000767413;100977;58;08/06/2023;20/11/2023
23127;100009;0000789794;0002332461;7680;03/10/2023;23/11/2023
23127;100002;0000777139;K55094235;384;25/07/2023;14/11/2023
23127;100010;0000736921;0002235436;96,64;11/01/2023;24/11/2023
23127;100011;0000737873;0002246451;3200;17/01/2023;22/11/2023
23127;100012;0000780018;3178726;6619,144;09/08/2023;24/11/2023
23127;100012;0000780019;3178726;1252,856;09/08/2023;23/11/2023
23127;100004;0000771003;KA-APS-0305;41,6;26/06/2023;06/11/2023
23127;100004;0000785548;KA-APS-0306;3,2;13/09/2023;06/11/2023
23127;100005;0000723171;M3889;6,72;04/11/2022;03/03/2023
23127;100006;0000773656;C5457;12,544;06/07/2023;09/10/2023
23127;100007;0000778649;3159265;1168,8;01/08/2023;15/11/2023
23127;100008;0000778472;A1682479;10,08;31/07/2023;14/11/2023
23127;100001;0000782646;100943;4,032;29/08/2023;20/11/2023
23127;100009;0000783722;0002327476;538,4;04/09/2023;13/11/2023
23127;100002;0000777139;K55094235;26,88;25/07/2023;14/11/2023
23127;100010;0000736921;0002235436;6,72;11/01/2023;07/07/2023
23127;100011;0000784574;0002350933;224;07/09/2023;17/11/2023
23127;100012;0000780018;3178726;1101,6;09/08/2023;17/11/2023
23129;100001;0000782646;100943;72;29/08/2023;20/11/2023
23129;100002;0000777139;K55094235;72;25/07/2023;14/11/2023
23129;100001;0000782646;100943;72;29/08/2023;20/11/2023
23129;100002;0000777139;K55094235;72;25/07/2023;14/11/2023
23129;100003;0000670641;0005554998;4800;08/02/2022;14/11/2023
23129;100004;0000738385;2445950;320;19/01/2023;16/11/2023
23129;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23129;100006;0000773656;C5457;178,4;06/07/2023;09/10/2023
23129;100007;0000778649;3159265;8352;01/08/2023;15/11/2023
23129;100008;0000760365;A1682379;144;05/05/2023;25/10/2023
23129;100001;0000782646;100943;57,6;29/08/2023;17/11/2023
23129;100009;0000783722;0002327476;7680;04/09/2023;13/11/2023
23129;100002;0000777139;K55094235;385,6;25/07/2023;14/11/2023
23129;100010;0000736921;0002235436;96,8;11/01/2023;07/07/2023
23129;100011;0000784574;0002350933;3192;07/09/2023;17/11/2023
23129;100012;0000780018;3178726;7872;09/08/2023;17/11/2023
23129;100004;0000738385;2445950;56;19/01/2023;16/11/2023
23129;100005;0000723171;M3889;8,448;04/11/2022;03/03/2023
23129;100006;0000773656;C5457;15,68;06/07/2023;09/10/2023
23129;100007;0000778649;3159265;1448,264;01/08/2023;15/11/2023
23129;100008;0000760365;A1682379;12,664;05/05/2023;25/10/2023
23129;100001;0000782646;100943;5,048;29/08/2023;15/11/2023
23129;100009;0000783722;0002327476;672,2;04/09/2023;13/11/2023
23129;100002;0000777139;K55094235;33,624;25/07/2023;14/11/2023
23129;100010;0000736921;0002235436;8,424;11/01/2023;07/07/2023
23129;100011;0000784574;0002350933;280,144;07/09/2023;13/11/2023
23129;100012;0000780018;3178726;1377,872;09/08/2023;16/11/2023
23129;100003;0000670641;0005554998;4800;08/02/2022;14/11/2023
23129;100004;0000738385;2445950;282,4;19/01/2023;16/11/2023
23129;100004;0000738360;2445948;37,6;19/01/2023;06/11/2023
23129;100005;0000723171;M3889;95,672;04/11/2022;03/03/2023
23129;100006;0000773656;C5457;177,368;06/07/2023;09/10/2023
23129;100007;0000782942;3159265;8000;30/08/2023;07/11/2023
23129;100007;0000778649;3159265;352;01/08/2023;15/11/2023
23129;100008;0000760365;A1682379;144,472;05/05/2023;25/10/2023
23129;100001;0000782646;100943;57,6;29/08/2023;20/11/2023
23129;100009;0000783722;0002327476;7688;04/09/2023;13/11/2023
23129;100002;0000777139;K55094235;384,408;25/07/2023;14/11/2023
23129;100010;0000736921;0002235436;95,328;11/01/2023;07/07/2023
23129;100011;0000784574;0002350933;3197,88;07/09/2023;17/11/2023
23129;100012;0000780018;3178726;7872;09/08/2023;17/11/2023
23130;100001;0000767413;100977;72;08/06/2023;20/11/2023
23130;100002;0000777139;K55094235;72;25/07/2023;14/11/2023
23130;100001;0000782646;100943;72;29/08/2023;20/11/2023
23130;100002;0000777139;K55094235;72;25/07/2023;14/11/2023
23130;100003;0000670641;0005554998;4800;08/02/2022;14/11/2023
23130;100004;0000738385;2445950;158,4;19/01/2023;16/11/2023
23130;100004;0000738360;2445948;158,4;19/01/2023;06/11/2023
23130;100005;0000723171;M3889;96,04;04/11/2022;03/03/2023
23130;100006;0000773656;C5457;177,68;06/07/2023;09/10/2023
23130;100007;0000778649;3159265;8352;01/08/2023;15/11/2023
23130;100008;0000760365;A1682379;144,184;05/05/2023;25/10/2023
23130;100001;0000782646;100943;57,848;29/08/2023;17/11/2023
23130;100009;0000783722;0002327476;7680,8;04/09/2023;13/11/2023
23130;100002;0000777139;K55094235;384,592;25/07/2023;14/11/2023
23130;100010;0000736921;0002235436;96,672;11/01/2023;07/07/2023
23130;100011;0000784574;0002350933;3220;07/09/2023;17/11/2023
23130;100012;0000780018;3178726;7872;09/08/2023;17/11/2023
23130;100004;0000738385;2445950;56;19/01/2023;16/11/2023
23130;100005;0000723171;M3889;8,448;04/11/2022;03/03/2023
23130;100006;0000773656;C5457;15,68;06/07/2023;09/10/2023
23130;100007;0000778649;3159265;1448,264;01/08/2023;15/11/2023
23130;100008;0000760365;A1682379;12,664;05/05/2023;25/10/2023
23130;100001;0000782646;100943;5,048;29/08/2023;15/11/2023
23130;100009;0000783722;0002327476;672,2;04/09/2023;13/11/2023
23130;100002;0000777139;K55094235;33,624;25/07/2023;14/11/2023
23130;100010;0000736921;0002235436;8,424;11/01/2023;07/07/2023
23130;100011;0000784574;0002350933;280,144;07/09/2023;13/11/2023
23130;100012;0000780018;3178726;1377,872;09/08/2023;16/11/2023
23130;100003;0000670641;0005554998;4800;08/02/2022;14/11/2023
23130;100004;0000738385;2445950;320;19/01/2023;16/11/2023
23130;100005;0000723171;M3889;96,72;04/11/2022;03/03/2023
23130;100006;0000773656;C5457;177,784;06/07/2023;09/10/2023
23130;100007;0000782942;3159265;8000;30/08/2023;07/11/2023
23130;100007;0000778649;3159265;352;01/08/2023;15/11/2023
23130;100008;0000778472;A1682479;131,76;31/07/2023;14/11/2023
23130;100008;0000760365;A1682379;12,168;05/05/2023;25/10/2023
23130;100001;0000782646;100943;57,84;29/08/2023;20/11/2023
23130;100009;0000783722;0002327476;7720;04/09/2023;13/11/2023
23130;100002;0000777139;K55094235;382,952;25/07/2023;14/11/2023
23130;100010;0000736921;0002235436;95,328;11/01/2023;07/07/2023
23130;100011;0000775441;0002327424;3064;14/07/2023;17/11/2023
23130;100011;0000784574;0002350933;136;07/09/2023;17/11/2023
23130;100012;0000780018;3178726;7872;09/08/2023;17/11/2023
23131;100001;0000782646;100943;72;29/08/2023;20/11/2023
23131;100002;0000777139;K55094235;72;25/07/2023;14/11/2023
23131;100003;0000670641;0005554998;4800;08/02/2022;28/11/2023
23131;100004;0000738405;2445946;320;19/01/2023;23/11/2023
23131;100005;0000723171;M3889;95,88;04/11/2022;03/03/2023
23131;100006;0000773656;C5457;178,56;06/07/2023;09/10/2023
23131;100007;0000782942;3159265;8352;30/08/2023;28/11/2023
23131;100008;0000778472;A1682479;144,2;31/07/2023;28/11/2023
23131;100001;0000782646;100943;57,976;29/08/2023;20/11/2023
23131;100009;0000789794;0002332461;7680;03/10/2023;23/11/2023
23131;100002;0000777139;K55094235;383,872;25/07/2023;14/11/2023
23131;100010;0000736921;0002235436;96,624;11/01/2023;24/11/2023
23131;100011;0000800204;0002384852;3225,6;24/11/2023;28/11/2023
23131;100012;0000780019;3178726;7872;09/08/2023;29/11/2023
23131;100004;0000767359;KA-APS-0304;22,4;08/06/2023;23/11/2023
23131;100005;0000723171;M3889;3,36;04/11/2022;03/03/2023
23131;100006;0000773656;C5457;6,272;06/07/2023;09/10/2023
23131;100007;0000782942;3159265;584,64;30/08/2023;28/11/2023
23131;100008;0000778472;A1682479;5,04;31/07/2023;28/11/2023
23131;100001;0000782646;100943;2,016;29/08/2023;20/11/2023
23131;100009;0000789794;0002332461;268,8;03/10/2023;23/11/2023
23131;100002;0000777139;K55094235;13,44;25/07/2023;14/11/2023
23131;100010;0000736921;0002235436;3,36;11/01/2023;24/11/2023
23131;100011;0000800204;0002384852;112,8;24/11/2023;28/11/2023
23131;100012;0000780019;3178726;551,04;09/08/2023;29/11/2023
23132;100001;0000782646;100943;72;29/08/2023;20/11/2023
23132;100002;0000777139;K55094235;72;25/07/2023;14/11/2023
23132;100003;0000670641;0005554998;4800;08/02/2022;28/11/2023
23132;100004;0000738405;2445946;316,8;19/01/2023;23/11/2023
23132;100005;0000723171;M3889;96;04/11/2022;03/03/2023
23132;100006;0000773656;C5457;178,4;06/07/2023;09/10/2023
23132;100007;0000782942;3159265;8352;30/08/2023;28/11/2023
23132;100008;0000778472;A1682479;144,8;31/07/2023;28/11/2023
23132;100001;0000782646;100943;57,6;29/08/2023;20/11/2023
23132;100009;0000789794;0002332461;7684,8;03/10/2023;01/12/2023
23132;100002;0000777139;K55094235;384,8;25/07/2023;14/11/2023
23132;100010;0000736921;0002235436;96,8;11/01/2023;24/11/2023
23132;100011;0000800204;0002384852;3200;24/11/2023;28/11/2023
23132;100012;0000780019;3178726;7872;09/08/2023;01/12/2023
23132;100004;0000738405;2445946;38,4;19/01/2023;23/11/2023
23132;100005;0000723171;M3889;5,792;04/11/2022;03/03/2023
23132;100006;0000773656;C5457;10,76;06/07/2023;09/10/2023
23132;100007;0000782942;3159265;1002,384;30/08/2023;28/11/2023
23132;100008;0000778472;A1682479;8,632;31/07/2023;28/11/2023
23132;100001;0000782646;100943;3,48;29/08/2023;20/11/2023
23132;100009;0000789794;0002332461;461,8;03/10/2023;23/11/2023
23132;100002;0000777139;K55094235;23,072;25/07/2023;14/11/2023
23132;100010;0000736921;0002235436;5,808;11/01/2023;24/11/2023
23132;100011;0000800204;0002384852;192,712;24/11/2023;28/11/2023
23132;100012;0000780019;3178726;944,448;09/08/2023;29/11/2023
23133;100001;0000782646;100943;72;29/08/2023;20/11/2023
23133;100002;0000777139;K55094235;72;25/07/2023;14/11/2023
23133;100003;0000670641;0005554998;4800;08/02/2022;28/11/2023
23133;100004;0000767359;KA-APS-0304;316,8;08/06/2023;23/11/2023
23133;100005;0000723171;M3889;96,48;04/11/2022;03/03/2023
23133;100006;0000773656;C5457;177,12;06/07/2023;09/10/2023
23133;100007;0000782942;3159265;8352;30/08/2023;28/11/2023
23133;100008;0000778472;A1682479;144,32;31/07/2023;28/11/2023
23133;100001;0000782646;100943;58,04;29/08/2023;20/11/2023
23133;100009;0000789794;0002332461;7680;03/10/2023;01/12/2023
23133;100002;0000777139;K55094235;383,2;25/07/2023;14/11/2023
23133;100010;0000736921;0002235436;96,08;11/01/2023;24/11/2023
23133;100011;0000800204;0002384852;3192;24/11/2023;28/11/2023
23133;100012;0000780019;3178726;7872;09/08/2023;01/12/2023
23133;100004;0000738405;2445946;38,4;19/01/2023;23/11/2023
23133;100005;0000723171;M3889;5,792;04/11/2022;03/03/2023
23133;100006;0000773656;C5457;10,76;06/07/2023;09/10/2023
23133;100007;0000782942;3159265;1002,384;30/08/2023;28/11/2023
23133;100008;0000778472;A1682479;8,632;31/07/2023;28/11/2023
23133;100001;0000782646;100943;3,48;29/08/2023;20/11/2023
23133;100009;0000789794;0002332461;461,8;03/10/2023;23/11/2023
23133;100002;0000777139;K55094235;23,072;25/07/2023;14/11/2023
23133;100010;0000736921;0002235436;5,808;11/01/2023;24/11/2023
23133;100011;0000800204;0002384852;192,712;24/11/2023;28/11/2023
23133;100012;0000780019;3178726;944,448;09/08/2023;29/11/2023
23134;100001;0000782646;100943;72;29/08/2023;20/11/2023
23134;100002;0000777139;K55094235;72;25/07/2023;14/11/2023
23134;100001;0000767413;100977;72,048;08/06/2023;20/11/2023
23134;100002;0000777139;K55094235;72,144;25/07/2023;14/11/2023
23134;100003;0000670641;0005554998;4800;08/02/2022;23/11/2023
23134;100004;0000738405;2445946;268;19/01/2023;23/11/2023
23134;100004;0000738385;2445950;52;19/01/2023;16/11/2023
23134;100005;0000723171;M3889;96,072;04/11/2022;03/03/2023
23134;100006;0000773656;C5457;177,648;06/07/2023;09/10/2023
23134;100007;0000782942;3159265;8000;30/08/2023;23/11/2023
23134;100007;0000778649;3159265;352;01/08/2023;24/11/2023
23134;100008;0000778472;A1682479;144,464;31/07/2023;14/11/2023
23134;100001;0000767413;100977;57,96;08/06/2023;20/11/2023
23134;100009;0000789794;0002332461;7680;03/10/2023;23/11/2023
23134;100002;0000777139;K55094235;384;25/07/2023;14/11/2023
23134;100010;0000736921;0002235436;96,288;11/01/2023;24/11/2023
23134;100011;0000737873;0002246451;3200;17/01/2023;22/11/2023
23134;100012;0000780018;3178726;7872;09/08/2023;24/11/2023
23134;100004;0000738385;2445950;51,2;19/01/2023;16/11/2023
23134;100005;0000723171;M3889;7,68;04/11/2022;03/03/2023
23134;100006;0000773656;C5457;14,336;06/07/2023;09/10/2023
23134;100007;0000778649;3159265;1336;01/08/2023;15/11/2023
23134;100008;0000760365;A1682379;11,6;05/05/2023;25/10/2023
23134;100001;0000782646;100943;4,608;29/08/2023;20/11/2023
23134;100009;0000783722;0002327476;614,4;04/09/2023;13/11/2023
23134;100002;0000777139;K55094235;30,72;25/07/2023;14/11/2023
23134;100010;0000736921;0002235436;7,68;11/01/2023;07/07/2023
23134;100011;0000775441;0002327424;256;14/07/2023;17/11/2023
23134;100012;0000780018;3178726;1259,2;09/08/2023;17/11/2023
23134;100003;0000670641;0005554998;4800;08/02/2022;28/11/2023
